002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,hola
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,que tal
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,xd
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,Buenos dias cram
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,dw
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,daw
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,Hola
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,que tal
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,como estas
db3feb16-62b9-45c9-955d-e04fc5107152,Anonymous,#1906cc,Hola
db3feb16-62b9-45c9-955d-e04fc5107152,Anonymous,#1906cc,amigo
db3feb16-62b9-45c9-955d-e04fc5107152,Anonymous,#1906cc,soy moroman
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,Parece que el xat funciona OK
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,eso parece
002785bc-efcc-46f5-b8d1-0857a0971ba4,Sanchez,#1906cc,xd
